SessionId;Position;Recommendations;Scores
87;18;214710328,214717890,214587697,214826998,214826623,214690110,214716752,214586469,214553544,214714755,214687565,214585695,214746427,214557009,214698420,214535038,214573832,214711657,214536502,214668281,214827007,214840775,214840918,214563337,214718117,214753515,214826927,214800268,214572234,214696897,214684498,214684843,214717247,214691456,214680467,214537496,214745323,214640017,214718272,214690796,214560587,214684725,214827002,214535681,214714792,214707877,214587317,214707995,214581699,214579466;2.3901463,2.2254026,2.0642905,1.7923099,1.4896238,1.3091735,1.2836657,1.2576188,1.2484546,1.2462316,1.2163824,1.134124,1.1191711,1.1086985,1.1079938,1.0691993,1.0615953,1.0305603,1.0169593,0.99921286,0.95688725,0.9368607,0.9264763,0.917848,0.9125133,0.9016396,0.8973575,0.8819365,0.8785418,0.8777616,0.86379075,0.8466629,0.8414346,0.8384506,0.83468115,0.8259632,0.8185729,0.81654155,0.8129271,0.80883884,0.80608857,0.80252683,0.8016157,0.80013853,0.7972116,0.79415166,0.7875858,0.78316677,0.7819582,0.7797836
87;19;214695127,214696997,214712137,214516012,214553544,214534597,214826904,214691340,214537496,214819772,214821401,214557095,214680375,214743335,214584092,214510445,214575665,214586432,214587397,214718366,214712244,214838957,214834987,214662742,214530485,214513333,214553593,214644740,214687742,214587712,214842412,214842341,214717410,214677493,214585288,214837271,214717562,214685762,214677757,214840597,214717760,214717755,214835713,214840845,214709970,214717850,214826837,214838368,214819526,214684702;3.5082347,2.0071867,1.7636946,1.5094701,1.1088989,1.0779899,1.0655159,1.0028404,0.9327843,0.90936196,0.8704777,0.8685312,0.86263967,0.86256003,0.83304155,0.8233375,0.81700265,0.8112765,0.8107881,0.80407965,0.7992369,0.7823549,0.77455646,0.75984836,0.75645363,0.7515122,0.7509048,0.74882156,0.74871695,0.7447698,0.72869945,0.7269716,0.7210317,0.706252,0.69955504,0.6994059,0.6987825,0.690755,0.6827671,0.67333376,0.66139746,0.661132,0.658085,0.6478102,0.6471795,0.6469226,0.6422775,0.63258636,0.63257813,0.6269309
87;20;214695127,214712137,214696997,214717410,214826872,214744535,214662742,214826904,214748336,214640017,214711952,214717286,214561775,214717562,214695285,214842452,214574672,214651423,214826837,214687852,214840845,214800262,214716902,214557095,214826617,214826908,214691486,214685762,214712130,214753515,214674427,214586694,214819777,214725532,214553544,214554765,214686088,214516012,214686860,214842575,214717247,214573357,214825110,214687736,214819430,214840775,214840854,214644740,214819374,214680718;2.796324,2.7750497,2.4269917,2.173792,1.9445859,1.9382595,1.5182291,1.3742585,1.3436812,1.2247922,1.2163299,1.203419,1.1591439,1.1511025,1.1207556,1.10016,1.060004,1.0123754,0.98202753,0.9725867,0.96409833,0.95322573,0.951541,0.9509081,0.9377216,0.93549216,0.9280968,0.92615694,0.8986976,0.89838004,0.89298344,0.88925886,0.88320535,0.8819146,0.87968427,0.8760437,0.8719607,0.85276014,0.83757836,0.8337369,0.8325561,0.83193934,0.8317694,0.82987845,0.82320946,0.82138526,0.79629683,0.7926386,0.7920461,0.7882226
87;21;214819760,214684843,214706462,214819762,214743335,214717850,214800262,214697137,214820402,214563337,214557095,214602358,214842575,214717890,214650626,214695127,214696997,214582200,214819385,214842577,214819719,214651423,214586743,214746397,214840828,214716110,214748334,214820345,214819376,214565475,214753507,214826891,214555500,214842371,214691349,214553544,214558807,214585695,214748336,214659294,214530789,214800272,214568094,214691486,214820396,214711657,214691355,214585554,214667970,214826876;2.465236,2.401515,2.252848,2.0389903,1.7053306,1.4308066,1.425277,1.41945,1.2680675,1.2214786,1.1881588,1.1352768,0.9331199,0.91749954,0.88694054,0.8467042,0.83197516,0.80349624,0.79346395,0.7934027,0.7607252,0.7531824,0.7469596,0.73995686,0.7360305,0.73014736,0.729879,0.70236665,0.6975959,0.6924645,0.6833302,0.67521733,0.6650367,0.6472039,0.64626807,0.63939095,0.6307584,0.61603284,0.6037131,0.6023218,0.59576833,0.59420466,0.5900878,0.58710825,0.58550143,0.57074547,0.5617785,0.5605982,0.5601425,0.5543084
87;22;214586743,214718385,214743369,214587540,214717850,214573357,214558807,214583670,214716667,214651423,214585695,214791688,214685857,214553565,214820396,214717890,214557095,214667921,214711657,214819382,214819762,214577387,214677560,214744775,214543922,214712137,214745323,214819376,214820402,214578836,214820400,214579372,214690110,214696997,214553544,214725532,214574670,214718117,214695127,214714732,214577450,214601565,214819430,214702708,214840845,214680718,214820392,214676019,214668185,214548103;2.9432907,2.742699,2.4977734,2.3525271,2.280398,2.2465148,2.2161627,2.1791942,1.9783981,1.8211609,1.7986197,1.593549,1.3255618,1.2962306,1.124485,1.0802977,1.0599463,1.029693,1.0014263,1.0012659,0.9859062,0.9809594,0.9718213,0.9432162,0.90619195,0.9025946,0.8784629,0.8740406,0.86310947,0.8609778,0.8474218,0.8406857,0.8145818,0.81087464,0.80645907,0.7845336,0.7808646,0.7785241,0.751065,0.75087905,0.7483936,0.7432139,0.73115134,0.7297915,0.7290509,0.7267825,0.71906614,0.71792805,0.7178953,0.7111759
87;23;214667921,214717850,214543922,214743369,214716667,214690110,214718385,214609445,214586743,214585695,214601233,214587540,214706102,214712752,214680467,214651423,214553855,214685857,214551855,214572838,214711297,214579372,214587317,214718117,214612730,214753515,214668185,214676962,214554950,214685141,214557095,214714721,214819610,214843901,214791688,214705655,214698592,214691336,214829257,214821313,214586432,214826619,214820197,214684003,214717890,214540963,214791684,214821309,214744775,214707930;2.725986,2.6306622,2.5145092,2.5096676,2.46101,2.4443939,2.1650734,2.0577843,1.4311473,1.3397928,1.2987306,1.2094593,1.207928,1.2077081,1.1794181,1.1491001,1.144567,1.0792125,1.0639145,1.0204065,1.0025307,1.0021065,0.9949125,0.9879659,0.98779964,0.9841924,0.979485,0.9761867,0.9754852,0.97314864,0.966948,0.94792145,0.94399977,0.94254863,0.9297542,0.9164689,0.91502696,0.8753252,0.8535045,0.852666,0.85135865,0.8439309,0.83647364,0.832189,0.8253092,0.8214565,0.82138985,0.81943625,0.81315076,0.8130907
87;24;214718385,214585695,214553565,214651423,214586743,214717850,214743369,214685857,214587540,214667921,214573357,214820396,214716667,214558807,214819721,214819760,214557095,214716752,214717890,214718117,214577387,214819762,214819719,214820392,214677560,214543922,214843920,214579372,214668185,214743335,214819385,214691636,214819464,214667970,214691336,214791688,214744775,214706102,214819376,214744535,214644525,214836842,214558211,214587317,214836187,214577450,214690110,214668270,214843980,214743495;2.79293,2.7834764,2.7608137,2.5377533,2.4835827,2.3869996,2.122576,1.9254414,1.7570348,1.6541042,1.5963621,1.4549665,1.4366543,1.4194877,1.3981347,1.3113096,1.2866175,1.2746878,1.2655909,1.242927,1.2115968,1.1803381,1.1766596,1.0838119,1.0680103,1.0605724,1.056853,1.0127288,1.004727,0.99670625,0.9434618,0.9366649,0.9269243,0.91793525,0.89547205,0.8926794,0.8909824,0.8734562,0.8636634,0.85397303,0.8529016,0.84718895,0.83919364,0.8338091,0.82512057,0.82023597,0.8134676,0.8122471,0.81221414,0.8039602
93;0;214581504,214819421,214835638,214835690,214835812,214835636,214819685,214811752,214836114,214582104,214835818,214839905,214819496,214836120,214835692,214835927,214561496,214836052,214836223,214819438,214839907,214835634,214819359,214835651,214811756,214836225,214819419,214836189,214835649,214811754,214835655,214589709,214842575,214836202,214836204,214711307,214662742,214835694,214537888,214835645,214579288,214835600,214819610,214589711,214835739,214835576,214835565,214676070,214657595,214835835;3.0995114,2.9811027,2.9102564,2.7804356,2.5140226,2.4524534,2.3022249,2.1758773,2.121169,1.8201921,1.7452369,1.7120239,1.7049321,1.5222182,1.456982,1.4044304,1.3541884,1.3524135,1.2774646,1.1987214,1.166935,1.132567,1.0877029,1.0838139,1.0745605,1.0646702,1.0643439,1.0027066,0.962989,0.948519,0.9288842,0.8855803,0.87119615,0.8654706,0.84222513,0.83485854,0.8139947,0.8127804,0.8046876,0.7999164,0.7994374,0.79389906,0.7635355,0.76233053,0.7575189,0.7500223,0.72341067,0.72146916,0.7105687,0.70771426
93;1;214835917,214832672,214545879,214587005,214819376,214836407,214819419,214819610,214840762,214612695,214835645,214819496,214718276,214835655,214718366,214842352,214591532,214842324,214591470,214571904,214712375,214587013,214838244,214835649,214835600,214710309,214718278,214602386,214676390,214842380,214718265,214819691,214712297,214540963,214581761,214512420,214835651,214509054,214835636,214835739,214545883,214819725,214811756,214838220,214842283,214509013,214538820,214684010,214819438,214509041;2.2489247,2.230228,2.1460881,1.8888123,1.5498772,1.4671471,1.4308554,1.4265507,1.3067728,1.297583,1.1793575,1.1685122,1.1446469,1.1100284,1.0964334,1.0209385,1.0125691,1.0020593,1.0020262,0.9837468,0.95762265,0.953412,0.94605124,0.9167013,0.8942709,0.8684664,0.86603904,0.8615374,0.85427046,0.8396872,0.8387643,0.8319026,0.82885134,0.82580864,0.82330775,0.8229182,0.8185322,0.8096119,0.7977233,0.78776383,0.7876969,0.7775315,0.7647044,0.75853485,0.75605977,0.75605744,0.7490017,0.74708635,0.7419509,0.7361866
93;2;214819496,214836052,214811756,214819359,214835739,214819438,214819421,214835692,214819419,214836225,214835917,214835655,214835818,214835694,214839905,214839907,214811752,214581504,214819610,214811754,214835651,214561496,214836114,214836223,214835647,214835636,214835812,214545879,214691233,214835645,214836189,214835634,214835649,214835638,214835927,214836202,214835835,214835565,214545890,214612695,214686043,214835690,214819685,214676390,214836204,214582104,214583670,214587540,214843494,214843545;3.0181353,2.2198603,2.0155888,1.930106,1.8570845,1.8095434,1.8069948,1.7970172,1.7598529,1.7370083,1.7197952,1.6483176,1.639123,1.5191276,1.497159,1.4543929,1.3936374,1.3621664,1.3242674,1.317587,1.3113861,1.2870829,1.2669104,1.2658665,1.2351152,1.1990341,1.1976163,1.1765251,1.1636994,1.155735,1.1513591,1.1031755,1.076966,1.0678397,1.063364,1.0499068,1.0156113,0.9880777,0.9587681,0.95545185,0.94898504,0.9433888,0.93041414,0.9275314,0.9174885,0.868634,0.8685054,0.8597854,0.85542077,0.8330492
99;0;214826799,214826900,214761834,214530485,214587712,214575665,214826623,214553544,214691340,214695127,214584092,214510445,214826904,214696775,214676580,214753691,214820192,214686902,214826829,214832552,214716954,214746427,214820237,214826876,214712137,214827005,214840845,214828987,214711297,214537496,214601407,214737337,214600989,214826893,214826891,214826837,214769117,214712544,214706462,214537037,214691428,214509135,214550259,214821298,214708367,214664919,214840378,214582952,214838100,214707877;1.9919721,1.8270788,1.798321,1.6647898,1.5650783,1.2964758,1.2232217,1.2219415,1.2131379,1.1768582,1.1673415,1.152266,1.064091,1.0627697,1.054765,1.030314,0.95056325,0.9464651,0.9059891,0.8906553,0.8616514,0.8422644,0.8278445,0.8204578,0.7863852,0.78581184,0.7270497,0.7033607,0.6941243,0.68917245,0.67013645,0.6696473,0.6595282,0.65933,0.639896,0.6297829,0.60206175,0.6005143,0.59689903,0.593842,0.57033205,0.5685961,0.56307817,0.55447495,0.5503481,0.52722913,0.521271,0.5148136,0.51459587,0.51455057
99;1;214827000,214827005,214826925,214834865,214827007,214753515,214711297,214613743,214558192,214826912,214844357,214571188,214717286,214677560,214821315,214819376,214826837,214821300,214714790,214827015,214821401,214826619,214828987,214743335,214826621,214577518,214554332,214819526,214826908,214826998,214769957,214714794,214753691,214714697,214686902,214826927,214769889,214826900,214761834,214642016,214718210,214706462,214638472,214746427,214800262,214748334,214826799,214819430,214587712,214709619;2.1316993,2.1059551,1.7418544,1.5663753,1.4716581,1.1554388,1.0162852,0.9814256,0.9495083,0.89415634,0.8888186,0.8864665,0.85879916,0.80453235,0.7902669,0.772908,0.7507509,0.74878025,0.7062641,0.6943161,0.67262447,0.67019755,0.6546551,0.596272,0.5448619,0.52808344,0.5176074,0.5042528,0.50108004,0.49813753,0.48995906,0.4858253,0.48274878,0.4810347,0.47524124,0.4749418,0.47262433,0.46732455,0.4532956,0.45320934,0.43835837,0.4344619,0.43422776,0.43091813,0.42492568,0.42360592,0.41493386,0.4147733,0.4090594,0.40863055
99;2;214819402,214718396,214686902,214717528,214711408,214718246,214711318,214820188,214826606,214718390,214613638,214548103,214718398,214712124,214530729,214606395,214836506,214676535,214557607,214695210,214706452,214552535,214613859,214684734,214553735,214613861,214639612,214819745,214712120,214711087,214842403,214705993,214834865,214691484,214819408,214684715,214551905,214530485,214827015,214550531,214826822,214716956,214643049,214554350,214826627,214684730,214702905,214591670,214819406,214544355;2.957751,2.8869402,2.5972066,1.7873183,1.6403666,1.5994527,1.5622762,1.543895,1.4965165,1.3478351,1.2956451,1.271192,1.2656047,1.1861167,1.1426489,1.1172588,1.0830404,1.0712816,1.0699842,1.0658376,1.002765,1.000443,0.99312854,0.986938,0.95255226,0.9485773,0.93537116,0.90012157,0.88913304,0.880993,0.87350744,0.866935,0.85318375,0.8523971,0.8463297,0.8449065,0.84338397,0.8391225,0.83673,0.8285504,0.82126135,0.81891304,0.816352,0.7872273,0.77810824,0.77375305,0.77239627,0.7565529,0.7480556,0.7269018
99;3;214718396,214686902,214820188,214684730,214613861,214820190,214819406,214550998,214718398,214548103,214712507,214711087,214684734,214711318,214711082,214711312,214561991,214820184,214711408,214686905,214820186,214718390,214819400,214718246,214725549,214705993,214711295,214712120,214555910,214717515,214694987,214559726,214819395,214711078,214537185,214710062,214826627,214826955,214716956,214760897,214843871,214700758,214645618,214552545,214676070,214539148,214536958,214819408,214668759,214695167;2.8524199,2.6967418,2.5522995,2.4730642,2.3365939,2.1136413,2.1109736,2.0297005,1.9307604,1.8406887,1.7309473,1.6911942,1.62289,1.6041795,1.5891844,1.487334,1.4764867,1.4060067,1.3516592,1.3271188,1.3232197,1.2279198,1.1862828,1.1759042,1.1686332,1.1394594,1.0606556,0.9995603,0.95439667,0.93613005,0.8963106,0.86976045,0.8521006,0.84907544,0.8425113,0.80150324,0.7925291,0.79036343,0.7797318,0.77445114,0.764541,0.7612327,0.7423829,0.74056304,0.7399872,0.7384749,0.7235871,0.7159467,0.71432513,0.7136776
102;0;214705757,214829737,214709685,214663974,214711333,214644842,214820240,214842433,214709634,214827015,214586795,214800262,214829810,214703790,214839795,214702747,214844246,214820192,214820225,214820237,214706441,214821309,214613743,214827028,214508304,214837487,214820195,214710309,214819745,214821341,214821279,214652432,214701242,214844297,214709645,214826912,214710062,214819490,214691321,214709735,214559259,214826844,214691557,214821315,214584962,214820182,214838387,214681091,214843447,214685152;2.1216733,2.1050603,1.9989579,1.9024907,1.8946061,1.6345302,1.6294509,1.2170188,1.1460243,1.1421772,1.127867,1.0990708,1.0641025,1.0466814,1.0374342,1.0048512,1.0038989,0.9863152,0.9517634,0.93087304,0.9293429,0.9149189,0.86838907,0.84562135,0.8439585,0.83277225,0.8022964,0.78437805,0.7763078,0.71818715,0.7018733,0.69533646,0.68382215,0.67432994,0.6516395,0.6241549,0.6103428,0.59871596,0.57781845,0.5768652,0.5655799,0.5509426,0.54101545,0.54043776,0.52842605,0.52280146,0.5181909,0.51756155,0.5153635,0.5087672
104;0;214843470,214829741,214551909,214691681,214551892,214551890,214568090,214551898,214838657,214551905,214612777,214536502,214551894,214551917,214821298,214716461,214685422,214691679,214687685,214674772,214820842,214691332,214691557,214826212,214842452,214820201,214551902,214551924,214821272,214567005,214827022,214700990,214709634,214640893,214551928,214748282,214826912,214595893,214839677,214551862,214840847,214551911,214820844,214532107,214840412,214827011,214545834,214663974,214587013,214711817;2.6515114,2.19967,2.1709967,2.0663493,2.0497112,2.0436935,2.0128324,1.9950643,1.7964864,1.7517751,1.5379077,1.5304388,1.5289962,1.470799,1.4439337,1.36185,1.2945857,1.2261882,1.2238039,1.1250287,1.1019343,1.0673888,1.041503,1.0281609,1.0122648,1.0089663,0.9835138,0.962035,0.954793,0.927344,0.919237,0.9103056,0.899461,0.8917123,0.88756746,0.86050093,0.8538131,0.8311757,0.83104897,0.7847937,0.7801072,0.7740129,0.75930786,0.7560128,0.75468093,0.74500215,0.730598,0.72475624,0.7125968,0.7002298
104;1;214820842,214844145,214836341,214556840,214706441,214674564,214821298,214701825,214537775,214563212,214674677,214702749,214642235,214546102,214827030,214684702,214821315,214572264,214687685,214829312,214840415,214826927,214820942,214595893,214685795,214827024,214821305,214658047,214718398,214840412,214821272,214840419,214800270,214840410,214540597,214829741,214681091,214748265,214820447,214838220,214579288,214508563,214587915,214702877,214709634,214826889,214607175,214838100,214551909,214536502;2.2592845,1.7810649,1.4260801,1.363961,1.3579745,1.210791,1.2011302,1.1978787,1.176569,1.1728878,1.128901,1.0785023,1.0225214,1.0169541,0.96714914,0.9424092,0.93500316,0.8747406,0.8717766,0.86899406,0.8615304,0.8457634,0.82994497,0.813416,0.7956033,0.7750861,0.7635602,0.7400001,0.7275541,0.7263552,0.725217,0.7218062,0.7176815,0.7130939,0.7102195,0.69251215,0.6876168,0.6755781,0.66020477,0.65868443,0.645437,0.60659295,0.5951893,0.5930312,0.5926358,0.59110236,0.5739331,0.56958306,0.566228,0.5636264
104;2;214821279,214708303,214708367,214640094,214581690,214708370,214569716,214820237,214835405,214684502,214584092,214714697,214829737,214706441,214579288,214827009,214553604,214681091,214820225,214712402,214838831,214642560,214744528,214718207,214820192,214555903,214753691,214711537,214843481,214709735,214826925,214534597,214546102,214709645,214711333,214820195,214821315,214702877,214753661,214709690,214709653,214699265,214691233,214827000,214601218,214548885,214837442,214819472,214699267,214691460;1.6565871,1.4952636,1.4926695,1.4511434,1.2993869,1.283146,1.1819937,1.1750426,1.0333471,1.0262982,0.96182704,0.9516426,0.9375636,0.9047003,0.89001435,0.86154574,0.8276445,0.7639376,0.7551855,0.75158477,0.72025156,0.7077081,0.6794101,0.67249125,0.6712163,0.6458107,0.6391473,0.5886032,0.57797515,0.562755,0.5601584,0.55993176,0.5532726,0.53902334,0.5339705,0.5309458,0.52170825,0.5175296,0.5127201,0.5033584,0.4989366,0.49834508,0.496149,0.49222752,0.48966372,0.4660415,0.45729107,0.45169953,0.4493169,0.44850215
116;0;214821315,214844357,214821309,214821305,214612706,214821341,214551624,214586711,214821339,214821307,214551607,214612697,214640017,214826872,214826837,214826621,214821313,214821302,214551630,214533022,214612704,214757390,214672963,214821401,214826615,214820195,214710152,214825110,214537496,214826617,214551617,214826608,214768136,214612738,214533026,214827011,214544327,214716932,214684160,214696897,214545836,214827017,214774685,214535653,214837487,214774682,214837490,214838960,214842575,214576500;2.672168,2.274858,2.051118,2.0117857,1.7461436,1.689107,1.6784797,1.5928781,1.5156318,1.4356949,1.432436,1.3764986,1.3389289,1.3351431,1.1542329,1.150604,1.1287642,1.112721,1.102986,0.9898954,0.98702174,0.9810565,0.9715477,0.96753836,0.965544,0.9542836,0.9345812,0.90195626,0.86079514,0.8480507,0.8468661,0.84332836,0.7675629,0.7496834,0.7464582,0.7088281,0.70260715,0.69651246,0.6931371,0.67766476,0.67703515,0.676678,0.6627424,0.65171415,0.648329,0.6478087,0.6419115,0.60339475,0.59130895,0.5905144
141;0;214829285,214821275,214585288,214718212,214691441,214552494,214509401,214844150,214711817,214829741,214820441,214821369,214587028,214690110,214699213,214516790,214820842,214821298,214844139,214826801,214584962,214668596,214684730,214601186,214826212,214691428,214691293,214748334,214691390,214676580,214827022,214705757,214691321,214535621,214826702,214821371,214826608,214826893,214836407,214826912,214743335,214769117,214826715,214844297,214826897,214842450,214684513,214746427,214509013,214833800;2.0839345,1.8140223,1.675222,1.5384716,1.5023515,1.294012,1.2828157,1.2261171,1.157495,1.10916,1.0982964,0.9800588,0.8304112,0.8281938,0.81612426,0.79486036,0.7464737,0.7316793,0.7146269,0.7086129,0.6914599,0.6755093,0.67046845,0.6488032,0.63199157,0.6194403,0.6162236,0.609767,0.601116,0.5812806,0.5748577,0.5720342,0.5353837,0.53286964,0.52983385,0.5194958,0.5123009,0.5089632,0.50571144,0.5024525,0.5014509,0.49681348,0.4942606,0.4730085,0.4713878,0.46376204,0.4597838,0.45839736,0.456999,0.43519193
146;0;214820252,214672920,214836793,214582485,214537415,214510785,214510783,214579704,214717312,214717757,214827028,214820439,214582511,214836802,214838957,214836791,214672946,214510802,214672963,214672839,214537775,214686009,214545905,214537436,214643932,214717755,214717768,214717104,214840871,214717760,214545832,214717310,214842281,214582502,214836750,214612760,214821345,214710050,214645584,214687736,214537537,214612695,214738449,214702811,214836722,214510820,214659013,214837378,214714910,214510805;2.9827774,2.2554321,2.2475498,2.2423668,2.119324,2.0743384,1.9802266,1.7221161,1.6783491,1.572224,1.5599473,1.520258,1.4940906,1.4064113,1.3912138,1.3886338,1.3847896,1.1992207,1.1834555,1.171663,1.1472527,0.9441429,0.9075896,0.8215821,0.80694175,0.8010818,0.79090166,0.768735,0.7573364,0.7539944,0.74475324,0.73921186,0.7371155,0.72145605,0.72010326,0.7120942,0.7094282,0.7048157,0.68997437,0.68544686,0.6758235,0.6701,0.65778196,0.65666586,0.65536845,0.6526413,0.6451562,0.6438575,0.63522565,0.6256336
146;1;214836802,214537415,214582502,214672963,214820252,214510785,214510820,214510802,214582507,214582511,214717312,214836791,214510805,214554332,214582485,214510875,214672920,214510783,214537436,214840451,214717310,214545905,214702811,214672946,214836793,214510854,214508379,214587898,214680422,214558160,214714697,214702787,214632437,214827028,214536320,214718387,214537455,214602386,214844070,214537490,214579372,214714663,214632440,214714732,214672839,214842371,214691486,214645584,214709668,214718396;3.2028415,3.1146839,2.5532198,2.4791784,2.4110742,2.3697996,2.2699533,2.131083,2.1054218,2.073211,2.0289876,2.015493,1.9647951,1.9305365,1.9153625,1.8847078,1.7402456,1.6802887,1.636532,1.6094034,1.5802187,1.531772,1.4543381,1.4386346,1.3048546,1.1346985,1.1277013,1.0716792,1.0376619,1.0178437,1.0171375,1.0098865,0.97950304,0.9614191,0.89381564,0.85301054,0.8483185,0.84691525,0.83159256,0.8032146,0.7987971,0.78760403,0.7816789,0.7692713,0.753228,0.7451286,0.7435037,0.7108201,0.7089921,0.707092
146;2;214582502,214672963,214510820,214702787,214510805,214510875,214836802,214717310,214582507,214836791,214537415,214702811,214537436,214840451,214840378,214510854,214582511,214602386,214510802,214545905,214725542,214717798,214536320,214594635,214537455,214586923,214510785,214839780,214826844,214602827,214672920,214554332,214718396,214701242,214691242,214718207,214558160,214585100,214711295,214705155,214717312,214825839,214691486,214696708,214701238,214832383,214551855,214819586,214587257,214594644;2.7858934,2.756627,2.7009993,2.3417506,1.82867,1.639763,1.6125408,1.5998687,1.5955899,1.580991,1.5486408,1.5375005,1.456275,1.4053173,1.3505132,1.3295805,1.2909944,1.1490914,1.1357698,1.0736235,0.9928877,0.9916252,0.98034513,0.96188134,0.9501026,0.9042356,0.89424187,0.8789779,0.87455755,0.86176014,0.8553213,0.8535015,0.8517509,0.84415025,0.83960384,0.83863676,0.837571,0.8158201,0.80728006,0.8061448,0.7962421,0.79309803,0.77434903,0.7673744,0.7657201,0.7645623,0.75777954,0.7567295,0.74442405,0.7441265
184;0;214586983,214840762,214718362,214639372,214842345,214591470,214842399,214718368,214571276,214842296,214589128,214535006,214508942,214586949,214662975,214536697,214842341,214842380,214648552,214543095,214639370,214840757,214718370,214581761,214577567,214842287,214537796,214840760,214717095,214717775,214819610,214718366,214600492,214819528,214712126,214638480,214842266,214640893,214819685,214587013,214668596,214584907,214509054,214509013,214685784,214601197,214509002,214551587,214842298,214539110;2.2361493,2.1971343,1.8678311,1.7477297,1.7221817,1.7095959,1.6031035,1.5592147,1.4726169,1.4536989,1.4382668,1.4215337,1.3950946,1.3128555,1.285643,1.2107266,1.1995506,1.1564292,1.1505266,1.133757,1.1147736,1.0761241,1.063966,1.0373243,1.0183494,0.9947885,0.9931665,0.9371788,0.9260298,0.9150813,0.9119129,0.89393204,0.8338195,0.81667995,0.7590695,0.74288464,0.73640376,0.7358321,0.7139414,0.70130736,0.6364348,0.6314788,0.62859976,0.62569267,0.6148874,0.6137257,0.59700423,0.59192884,0.58014584,0.56894827
184;1;214543005,214575088,214753507,214839392,214586940,214697137,214712126,214748291,214594680,214684513,214587005,214753505,214748300,214835782,214791684,214612760,214531560,214594637,214602294,214690796,214639370,214718199,214587913,214587611,214638480,214554707,214702787,214748295,214748257,214837442,214579288,214837483,214714790,214835276,214709722,214587613,214644660,214748304,214594678,214587853,214684372,214834882,214837485,214644958,214705792,214827028,214557416,214663127,214602386,214746450;3.1390011,2.9236665,1.938942,1.7732073,1.3343024,1.2267461,1.0890143,1.0796719,1.0575458,1.0390989,1.0134276,0.987093,0.97057736,0.9270568,0.9071127,0.8829315,0.8541497,0.8361426,0.8213275,0.8209535,0.82052106,0.8118655,0.80557984,0.8017837,0.7956895,0.79431856,0.78523505,0.78479564,0.7835988,0.7782694,0.7781297,0.77812284,0.77485466,0.7737899,0.7734193,0.7701887,0.7696889,0.756905,0.7508024,0.74674094,0.7423538,0.73630327,0.73332155,0.72551167,0.72495437,0.72444904,0.7229083,0.717241,0.7168709,0.7035202
191;0;214684513,214839369,214613685,214839371,214839373,214594616,214663127,214717095,214838957,214836407,214829741,214838100,214638480,214613904,214691426,214839866,214833800,214703801,214710309,214702747,214601019,214636775,214536907,214550019,214685784,214706216,214632440,214687685,214714790,214628792,214714697,214552395,214594610,214703790,214820227,214509013,214718210,214753693,214839313,214836975,214827015,214844150,214842369,214613649,214841060,214836821,214840597,214576500,214691267,214601197;2.0079021,1.8380144,1.6472945,1.6179304,1.5424314,1.5201061,1.4766015,1.0999807,1.075481,1.011775,0.9512668,0.9173201,0.913908,0.8623495,0.84254575,0.8406594,0.7999384,0.7838623,0.7815653,0.7435195,0.7166952,0.70698917,0.66202337,0.6537721,0.64908755,0.6356015,0.6139828,0.61276287,0.60959333,0.5956611,0.57568926,0.5733829,0.5270379,0.52563816,0.5203382,0.51268244,0.5092409,0.49658385,0.4894122,0.48746783,0.48628002,0.48556516,0.4837355,0.4798243,0.47932708,0.47058392,0.46705407,0.46145764,0.45875025,0.45409977
191;1;214836765,214832672,214836080,214836761,214836073,214531151,214662819,214839373,214676580,214690768,214550865,214841060,214632380,214560187,214840378,214515872,214836975,214640407,214840775,214737337,214838503,214691426,214836821,214530572,214677735,214602817,214684513,214601407,214687798,214691390,214843931,214835430,214552395,214839791,214826715,214839757,214769006,214714790,214571904,214639903,214839909,214596386,214579288,214587864,214550863,214761508,214678916,214691267,214836407,214840757;2.2743015,1.8518589,1.6835055,1.6767793,1.6122502,1.5623534,1.5395616,1.3779317,1.1543391,1.124336,1.1046592,1.0921179,1.0238435,1.0181518,1.0014391,0.9850094,0.9457399,0.9161687,0.91224873,0.8909158,0.87798154,0.8502258,0.8311027,0.81016636,0.8065931,0.80575913,0.8018962,0.7978952,0.7855895,0.7660718,0.76326394,0.76089925,0.7422845,0.7399672,0.7344347,0.7332437,0.7328091,0.7287435,0.7282483,0.7059108,0.6939223,0.69134814,0.6903048,0.6894207,0.68113124,0.67974114,0.67364776,0.6533068,0.65098506,0.6475019
198;0;214826803,214821285,214535621,214820383,214839392,214532072,214841640,214639612,214640415,214532070,214718210,214652220,214553743,214678916,214512427,214820844,214839825,214691334,214711297,214838456,214774678,214737337,214826927,214630042,214832672,214640475,214538870,214836954,214839373,214584832,214827005,214820259,214821292,214714586,214835818,214841060,214702877,214552395,214835728,214587613,214684513,214676580,214536326,214586576,214835724,214584907,214826702,214835557,214602834,214579400;2.1461787,1.7462907,1.6690855,1.5594381,1.3288726,1.2940044,1.2912341,1.0562901,0.96509755,0.8252702,0.81861067,0.80356646,0.74391806,0.73662937,0.73655474,0.6843163,0.6830613,0.66146904,0.65818965,0.6329088,0.61399466,0.6061984,0.5565042,0.5559435,0.53891265,0.5249833,0.5227646,0.52182347,0.5116191,0.48013872,0.46466595,0.4637965,0.46017736,0.45730352,0.4545407,0.4520116,0.44795418,0.4327378,0.43112946,0.43077388,0.42856044,0.41922164,0.41696936,0.4147805,0.400046,0.3988772,0.398264,0.39721897,0.38619888,0.3770646
